"","�..web.scraper.order","web.scraper.start.url","enkelt.link","enkelt.link.href","afdeling","rent"
"66","1605882140-969","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=4","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1171&selskab=289&afdeling=12&antalrum=4","Afd. 9A Mandalsvej m.fl.","7.676 Kr."
"67","1605882532-1019","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=1","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4&selskab=31&afdeling=9&antalrum=4","Afd. 9 Trøjborgvej","7.063 Kr."
"68","1605881412-877","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=10","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=220&selskab=881&afdeling=13&antalrum=5","Afd. 13 Riisvangen III","7.032 Kr."
"69","1605881425-880","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=10","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=128&selskab=881&afdeling=12&antalrum=6","Afd. 12 Riisvangen II","8.844 Kr."
"70","1605881867-934","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=6","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=12&selskab=328&afdeling=25&antalrum=4","Afd. 25 Skelagervej","7.516 Kr."
"71","1605881948-947","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=5","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=6101&selskab=289&afdeling=57&antalrum=3","afd. 38 Bakkehusene","8.001 Kr."
"72","1605881414-878","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=10","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=221&selskab=881&afdeling=13&antalrum=4","Afd. 13 Riisvangen III","7.441 Kr."
"73","1605881634-906","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=8","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=75&selskab=881&afdeling=1&antalrum=2","Afd. 01 Villabyen Skovbakken","4.279 Kr."
"74","1605881838-930","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=6","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=16&selskab=328&afdeling=35&antalrum=2","Afd. 35 Skejbytoften","5.640 Kr."
"75","1605881807-928","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=7","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=21&selskab=328&afdeling=35&antalrum=3","Afd. 35 Skejbytoften","6.561 Kr."
"76","1605882027-957","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=5","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4513&selskab=289&afdeling=39&antalrum=3","Afd. 22 Dr. Margrethesvej","8.925 Kr."
"77","1605882089-964","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=4","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1001&selskab=289&afdeling=14&antalrum=4","Afd. 9C Bygvangen m.fl.","6.707 Kr."
"78","1605881560-897","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=9","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=220&selskab=881&afdeling=3&antalrum=4","Afd. 03 Nordre Bydel II","9.592 Kr."
"79","1605882335-997","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1911&selskab=31&afdeling=28&antalrum=2","Afd. 28 Lindholmparken","7.180 Kr."
"80","1605882070-962","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=4","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1010&selskab=289&afdeling=15&antalrum=3","Afd. 9D Bodøvej","8.280 Kr."
"81","1605882448-1007","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=55&selskab=31&afdeling=22&antalrum=4","Afd. 22 Illerupvej","8.292 Kr."
"82","1605881402-873","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=10","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=470&selskab=881&afdeling=14&antalrum=5","Afd. 14 Rytterparken","7.273 Kr."
"83","1605881591-900","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=8","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=181&selskab=881&afdeling=2&antalrum=5","Afd. 02 Nordre Bydel I","6.804 Kr."
"84","1605882175-978","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1292&selskab=182&afdeling=24&antalrum=3","Afd. 24 Trøjborg","8.065 Kr."
"85","1605881390-868","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=10","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=822&selskab=881&afdeling=15&antalrum=4","Afd. 15 Skovvangsparken","7.829 Kr."
"86","1605882382-1001","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1105&selskab=31&afdeling=23&antalrum=5","Afd. 23 Nydamsvej, Illerupvej, Vorregårds Allé","10.400 Kr."
"87","1605882328-996","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2030&selskab=31&afdeling=28&antalrum=3","Afd. 28 Lindholmparken","7.559 Kr."
"88","1605881452-882","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=9","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=114&selskab=881&afdeling=12&antalrum=4","Afd. 12 Riisvangen II","5.710 Kr."
"89","1605882228-984","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=113&selskab=31&afdeling=76&antalrum=2","Afd. 76 Helsingforsgade","7.282 Kr."
"90","1605881704-914","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=7","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4&selskab=328&afdeling=43&antalrum=4","Afd. 43 Ladefogedvej","8.689 Kr."
"91","1605882049-960","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=5","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1663&selskab=289&afdeling=17&antalrum=3","Afd. 11 Ndr. Ringgade m.fl.","6.773 Kr."
"92","1605881728-917","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=7","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=328&afdeling=37&antalrum=5","Afd. 37 Ladefogedvej","8.581 Kr."
"93","1605881661-909","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=8","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1014&selskab=715&afdeling=33&antalrum=2","Afd. 33 Abildgade","5.348 Kr."
"94","1605881676-911","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=8","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=12&selskab=698&afdeling=25&antalrum=4","Afd. 25 Finsensgade","6.297 Kr."
"95","1605882527-1017","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=1","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=33&selskab=31&afdeling=14&antalrum=3","Afd. 14 Aldersrovej","6.058 Kr."
"96","1605882360-999","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1103&selskab=31&afdeling=25&antalrum=3","Afd. 25 Reginehøjvej","6.227 Kr."
"97","1605881368-859","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=11","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=120&selskab=881&afdeling=19&antalrum=3","Afd. 19 Vorrevangsparken","5.064 Kr."
"98","1605882247-990","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2702&selskab=31&afdeling=35&antalrum=2","Afd. 35 Skelagervej","6.326 Kr."
